City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Dandong,CN,40.1292,124.3947,59.94,76,47,3.8,scattered clouds
466,Inongo,CD,-1.95,18.2667,79.07,73,73,1.5,broken clouds
467,Saint-Felicien,CA,48.6501,-72.4491,58.73,95,99,1.43,overcast clouds
468,Lac-Megantic,CA,45.5834,-70.8823,54.93,92,9,2.33,clear sky
469,Cabedelo,BR,-6.9811,-34.8339,74.07,70,32,9.95,scattered clouds
470,Verkhniy Avzyan,RU,53.5289,57.5372,55.29,50,5,3.0,clear sky
471,Leo,BF,11.1,-2.1,86.31,52,75,6.46,broken clouds
472,Kristiinankaupunki,FI,62.2743,21.376,44.71,71,19,6.44,few clouds
473,Amga,RU,60.8953,131.9608,24.82,75,100,4.76,overcast clouds
474,Campana,AR,-34.1687,-58.9591,64.26,93,100,2.64,moderate rain
475,Kavieng,PG,-2.5744,150.7967,83.77,71,11,13.67,few clouds
476,Abu Samrah,SY,35.3029,37.1841,82.06,21,13,3.76,few clouds
477,Jerome,US,42.7241,-114.5186,35.15,67,1,3.44,clear sky
478,Hay River,CA,60.8156,-115.7999,41.85,56,100,10.78,overcast clouds
479,Mitsamiouli,KM,-11.3847,43.2844,79.43,73,31,6.64,scattered clouds
480,Flinders,AU,-34.5833,150.8552,61.81,90,100,14.27,overcast clouds
481,Paraiso,CR,9.8383,-83.8656,64.42,95,38,1.19,scattered clouds
482,Mazagao,BR,-0.115,-51.2894,78.85,94,9,3.29,clear sky
483,Verkhnyaya Inta,RU,65.9811,60.3094,42.04,78,97,15.41,overcast clouds
484,Ambilobe,MG,-13.2,49.05,95.77,32,50,14.88,scattered clouds
485,Makasar,ID,-5.14,119.4221,87.85,66,20,8.05,few clouds
486,Saskylakh,RU,71.9167,114.0833,8.82,97,100,5.28,overcast clouds
487,Bonthe,SL,7.5264,-12.505,81.27,80,86,2.15,overcast clouds
488,Jijiga,ET,9.35,42.8,76.35,39,98,4.76,overcast clouds
489,Lusambo,CD,-4.9667,23.45,93.72,41,34,0.25,scattered clouds
490,Berlevag,NO,70.8578,29.0864,39.0,80,95,25.03,overcast clouds
491,Chinhoyi,ZW,-17.3667,30.2,85.71,11,0,4.61,clear sky
492,Mogadishu,SO,2.0371,45.3438,81.25,69,69,16.51,broken clouds
493,Mugur-Aksy,RU,50.35,90.5,26.17,69,45,5.48,scattered clouds
494,Providencia,MX,28.7167,-111.5833,69.12,24,0,9.82,clear sky
495,Wawa,NG,9.9022,4.4192,85.28,63,54,4.97,broken clouds
496,Netishyn,UA,50.34,26.6417,39.33,57,97,4.43,overcast clouds
497,Kashi,CN,39.4547,75.9797,63.27,16,0,10.04,clear sky
498,Buala,SB,-8.145,159.5921,81.88,76,74,1.7,broken clouds
499,Uhlove,UA,44.8215,33.6045,62.56,75,100,18.21,overcast clouds
500,Birao,CF,10.2849,22.7882,82.63,67,100,1.52,light rain
501,Zhigalovo,RU,54.8097,105.1578,34.02,43,100,8.25,overcast clouds
502,Olafsvik,IS,64.8945,-23.7142,40.8,83,84,18.81,broken clouds
503,Zemio,CF,5.0314,25.1361,85.24,55,95,3.36,overcast clouds
504,Dzhebariki-Khaya,RU,62.2167,135.8,23.16,85,100,2.77,overcast clouds
505,Kaabong,UG,3.4836,34.1492,76.08,47,67,9.8,broken clouds
506,Nizhniy Odes,RU,63.6445,54.856,45.5,77,94,8.34,overcast clouds
507,Hofn,IS,64.2539,-15.2082,46.42,100,75,4.61,broken clouds
508,Churapcha,RU,62.0025,132.4325,19.85,84,100,3.94,overcast clouds
509,Talcahuano,CL,-36.7167,-73.1167,53.28,87,90,4.61,overcast clouds
510,Poya,NC,-21.35,165.15,71.47,88,9,7.87,clear sky
511,Hasaki,JP,35.7333,140.8333,63.0,88,100,17.85,overcast clouds
512,Olive Branch,US,34.9618,-89.8295,74.88,91,40,1.01,scattered clouds
513,Tomatlan,MX,19.9333,-105.25,73.13,95,100,3.89,overcast clouds
514,Kakonko,TZ,-3.2828,30.9642,86.94,26,82,5.01,broken clouds
515,Shakhtinsk,KZ,49.71,72.5872,52.36,34,24,1.16,few clouds
516,Harnosand,SE,62.6323,17.9379,44.01,64,49,11.01,scattered clouds
517,Faanui,PF,-16.4833,-151.75,79.92,77,99,9.8,light rain
518,Nalut,LY,30.3333,10.85,76.93,24,5,11.79,clear sky
519,Turukhansk,RU,65.8167,87.9833,28.47,58,13,4.29,few clouds
520,Lincoln,US,40.8,-96.667,60.75,94,90,1.01,overcast clouds
521,Katangli,RU,51.7102,143.2326,47.34,71,93,7.02,overcast clouds
522,Guarapari,BR,-20.6667,-40.4975,67.89,91,97,1.9,overcast clouds
523,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,41,0,16.11,clear sky
524,Vilhena,BR,-12.7406,-60.1458,71.31,84,8,4.05,clear sky
525,Egvekinot,RU,66.3167,-179.1667,17.49,85,100,12.57,overcast clouds
526,Coahuayana,MX,18.7333,-103.6833,75.2,94,89,3.6,overcast clouds
527,Careiro Da Varzea,BR,-3.2003,-59.8119,83.01,82,12,2.35,few clouds
528,Villamontes,BO,-21.25,-63.5,69.6,81,8,3.24,clear sky
529,Nenjiang,CN,49.1833,125.2167,52.02,58,100,16.55,overcast clouds
530,Seoul,KR,37.5683,126.9778,72.88,51,73,4.94,broken clouds
531,Ouegoa,NC,-20.35,164.4333,74.75,85,28,7.25,scattered clouds
532,Warmbad,NA,-28.45,18.7333,90.39,6,91,7.56,overcast clouds
533,Krutikha,RU,53.9599,81.2093,34.99,98,100,4.34,overcast clouds
534,Chapais,CA,49.7834,-74.8492,58.78,98,76,3.51,broken clouds
535,Fortuna Foothills,US,32.6578,-114.4119,56.68,30,1,8.05,clear sky
536,Asfi,MA,32.2994,-9.2372,68.18,78,0,2.01,clear sky
537,Salyan,AZ,39.5936,48.9805,72.57,48,41,6.51,scattered clouds
538,Waipawa,NZ,-41.4122,175.5153,47.03,80,100,21.99,overcast clouds
539,Westerland,DE,54.9079,8.3033,51.94,66,20,11.5,few clouds
540,Benito Juarez,MX,19.385,-99.165,62.01,59,75,1.99,broken clouds
541,Le Port,RE,-20.9373,55.2919,80.62,83,40,3.76,light rain
542,Isla Mujeres,MX,21.2311,-86.731,71.65,70,5,5.79,clear sky
543,Boden,SE,65.8252,21.6886,39.2,69,15,1.43,few clouds
544,Derzhavinsk,KZ,51.1,66.3167,54.7,42,100,7.99,overcast clouds
545,Tumarbong,PH,10.3766,119.4579,82.96,80,100,8.1,overcast clouds
546,Hualmay,PE,-11.0964,-77.6139,61.32,89,100,9.64,overcast clouds
547,Teluk Nibung,ID,3.001,99.8164,85.62,67,100,7.83,overcast clouds
548,Moerai,PF,-22.4333,-151.3333,77.25,88,100,22.15,light rain
549,Petrozavodsk,RU,61.7849,34.3469,41.58,93,100,4.29,light rain
550,Qingdao,CN,36.0986,120.3719,70.14,60,0,4.21,clear sky
551,Visby,SE,57.6409,18.296,48.85,76,75,14.97,broken clouds
552,Tavares,US,28.8042,-81.7256,74.05,88,1,4.61,clear sky
553,Mareeba,AU,-17.0,145.4333,76.44,80,67,3.53,broken clouds
554,Half Moon Bay,US,37.4636,-122.4286,55.17,70,1,0.0,clear sky
555,Arrecife,ES,28.963,-13.5477,73.38,73,20,5.75,few clouds
556,Ondangwa,NA,-17.9167,15.95,86.77,17,0,8.21,clear sky
557,La Asuncion,VE,11.0333,-63.8628,79.36,88,80,9.55,broken clouds
558,Yining,CN,29.0361,114.5636,64.44,82,100,3.47,overcast clouds
559,Letlhakane,BW,-21.4167,25.5833,85.8,8,0,7.54,clear sky
560,Pimentel,PE,-6.8367,-79.9342,62.11,89,92,12.21,overcast clouds
561,North Bend,US,43.4065,-124.2243,49.86,99,100,1.48,overcast clouds
562,La Ronge,CA,55.1001,-105.2842,31.6,87,1,6.42,clear sky
563,Bardiyah,LY,31.7561,25.0865,74.79,61,7,3.42,clear sky
564,Pingliang,CN,35.5392,106.6861,49.89,72,100,3.78,overcast clouds
565,Lahat,ID,-3.8,103.5333,81.81,90,98,0.49,overcast clouds
566,Port Hardy,CA,50.6996,-127.4199,41.18,100,90,4.61,overcast clouds
567,Carauari,BR,-4.8828,-66.8958,73.49,99,100,2.13,overcast clouds
568,Sioux Lookout,CA,50.1001,-91.917,43.18,100,75,2.3,mist
569,Gravdal,NO,68.1214,13.5031,37.29,93,75,3.44,broken clouds
570,Morehead,US,37.2711,-87.1764,60.51,99,99,4.92,overcast clouds
571,Palakkad,IN,10.7833,76.65,89.65,72,96,13.13,overcast clouds
572,Coruripe,BR,-10.1256,-36.1756,74.3,80,4,10.89,clear sky
573,Augusto Correa,BR,-1.0217,-46.635,77.86,79,33,5.93,scattered clouds
574,Viedma,AR,-40.8135,-62.9967,56.03,87,66,5.55,broken clouds
575,Segou,ML,13.4317,-6.2157,89.24,41,16,7.94,few clouds
576,Tilichiki,RU,60.4667,166.1,25.2,78,52,4.52,broken clouds
577,Buckeye,US,33.3703,-112.5838,58.12,39,0,1.03,clear sky
578,Shingu,JP,33.7333,135.9833,72.9,93,85,2.37,overcast clouds
579,Nyurba,RU,63.2842,118.3319,24.55,63,100,6.04,overcast clouds
580,Port Dover,CA,42.7834,-80.1997,65.25,92,57,7.2,broken clouds
581,Ravar,IR,31.2656,56.8055,77.99,7,0,7.38,clear sky
582,Santa Fe,AR,-31.6333,-60.7,67.96,73,90,10.36,moderate rain
583,Tobermory,CA,45.2501,-81.6665,60.31,92,88,16.26,overcast clouds
584,Leshukonskoye,RU,64.8989,45.7622,44.8,81,100,6.71,overcast clouds
585,Tazovskiy,RU,67.4667,78.7,29.84,75,100,20.8,overcast clouds
586,Inhambane,MZ,-23.865,35.3833,80.11,48,0,10.11,clear sky
587,Reconquista,AR,-29.15,-59.65,68.47,59,100,9.66,overcast clouds
588,Serenje,ZM,-13.2325,30.2352,79.25,21,3,9.33,clear sky
589,Belmonte,BR,-15.8631,-38.8828,70.3,94,100,6.38,overcast clouds
590,Barcelos,PT,41.5388,-8.6151,68.85,33,0,5.93,clear sky
591,San Juan,AR,-31.5375,-68.5364,64.62,59,35,16.64,scattered clouds
592,Kulhudhuffushi,MV,6.6221,73.07,82.71,78,42,19.17,scattered clouds
593,Baykit,RU,61.67,96.37,29.3,56,100,3.47,overcast clouds
594,Aulnoye-Aymeries,FR,50.2014,3.8384,50.05,77,100,6.6,overcast clouds
595,Araouane,ML,18.9048,-3.5265,92.52,8,45,12.71,scattered clouds
596,Xushan,CN,30.1764,121.2457,72.01,98,100,2.75,overcast clouds
597,Rypin,PL,53.066,19.4094,50.02,71,44,7.61,scattered clouds
598,Pacific Grove,US,36.6177,-121.9166,51.91,77,1,1.99,clear sky
599,Encheng,CN,22.1839,112.3026,72.48,97,100,14.5,light rain
600,Puerto Carreno,CO,6.189,-67.4859,74.55,95,15,1.36,few clouds
601,Nizhniy Baskunchak,RU,48.2198,46.8311,66.31,27,1,24.43,clear sky
602,Newport,GB,51.5877,-2.9984,59.54,92,100,4.21,overcast clouds
603,Bechyne,CZ,49.2952,14.4681,46.76,73,20,10.4,few clouds
604,Manyana,BW,-23.4,21.7167,84.74,12,2,9.13,clear sky
605,Gilgit,PK,35.9221,74.3087,71.92,18,7,2.93,clear sky
606,Puerto Asis,CO,0.5133,-76.5007,70.65,98,100,1.61,overcast clouds
607,Burnie,AU,-41.0667,145.9167,55.92,76,100,19.93,light rain
608,Sechura,PE,-5.5569,-80.8222,63.23,83,95,11.52,overcast clouds
609,Cancun,MX,21.1743,-86.8466,71.53,94,20,0.0,few clouds
610,Buin,CL,-33.7333,-70.75,55.74,91,0,3.13,clear sky
611,Miraflores,MX,19.2167,-98.8083,61.03,63,95,3.83,overcast clouds
612,Altagracia De Orituco,VE,9.8601,-66.3814,71.04,96,53,0.65,broken clouds
613,Sabha,LY,27.0377,14.4283,73.56,35,0,4.81,clear sky
614,Aguas Formosas,BR,-17.0822,-40.9358,66.0,98,100,2.66,overcast clouds
615,Vanavara,RU,60.34,102.2797,26.8,49,100,3.18,overcast clouds
616,Poronaysk,RU,49.2167,143.1167,51.24,68,100,9.13,overcast clouds
617,Santona,ES,43.4439,-3.4576,63.36,66,7,6.64,clear sky
618,Mikuni,JP,36.2171,136.1519,66.36,87,100,8.61,overcast clouds
619,La Huacana,MX,18.9667,-101.8167,71.06,92,100,2.59,overcast clouds
620,Carballo,ES,43.213,-8.691,65.08,79,0,3.53,clear sky
621,Ugoofaaru,MV,5.6667,73.0,82.96,77,55,19.08,broken clouds
622,Jiuquan,CN,39.7432,98.5174,57.72,18,3,10.87,clear sky
623,San Javier,ES,37.8063,-0.8374,73.96,66,0,2.3,clear sky
624,Namatanai,PG,-3.6667,152.4333,81.39,73,98,9.44,overcast clouds
625,West Norriton,US,40.1296,-75.3785,64.65,91,90,1.01,mist
626,Iralaya,HN,15.0,-83.2333,78.33,75,5,3.78,clear sky
627,High Level,CA,58.5169,-117.136,41.04,59,89,8.16,overcast clouds
628,Kloulklubed,PW,7.0419,134.2556,81.1,73,100,14.97,overcast clouds
629,Ceres,US,37.5949,-120.9577,55.22,61,1,6.91,clear sky
630,Nemuro,JP,43.3236,145.575,53.8,73,1,11.18,clear sky
631,Santa Catarina,BR,-27.0,-50.0,62.1,99,100,1.36,overcast clouds
632,Ban Nahin,LA,18.2418,104.2122,78.58,83,100,2.68,light rain
633,Haapiti,PF,-17.5667,-149.8667,78.53,77,100,15.37,overcast clouds
634,Lima,PE,-12.0432,-77.0282,58.89,87,90,3.44,overcast clouds
635,Aventura,US,25.9565,-80.1392,79.99,85,1,0.0,clear sky
636,Saint-Joseph,RE,-21.3667,55.6167,79.21,85,47,6.78,light rain
637,Mandan,US,46.8267,-100.8896,44.58,89,90,16.11,moderate rain
638,Kutum,SD,14.2,24.6667,77.79,50,100,10.13,overcast clouds
639,Canberra,AU,-35.2835,149.1281,55.06,87,90,1.01,overcast clouds
640,Jalu,LY,29.0331,21.5482,78.17,45,0,4.92,clear sky
641,Altay,CN,47.8667,88.1167,40.68,61,90,4.94,overcast clouds
642,Hailar,CN,49.2,119.7,50.09,52,0,9.57,clear sky
643,Pokosnoye,RU,55.5258,101.0536,29.75,57,100,9.28,overcast clouds
644,Manaure,CO,11.7751,-72.4445,79.83,86,96,7.18,overcast clouds
645,Sinjar,IQ,36.3209,41.8754,79.11,35,89,2.33,overcast clouds
646,Peniche,PT,39.3558,-9.3811,77.74,61,0,2.37,clear sky
647,Singkawang,ID,0.9,109.0,87.03,67,88,8.88,overcast clouds
648,Anahuac,MX,27.2333,-100.15,78.84,86,100,15.57,overcast clouds
649,Kahului,US,20.8947,-156.47,77.85,85,20,26.46,few clouds
650,Pilar,BR,-9.5972,-35.9567,73.33,81,14,4.99,few clouds
651,Arroyo,ES,41.6096,-4.7969,55.6,57,0,10.36,clear sky
652,Middelburg,ZA,-25.7751,29.4648,79.41,13,13,3.83,few clouds
653,Am Timan,TD,11.0297,20.2827,87.87,54,80,11.12,broken clouds
654,Fairbanks,US,64.8378,-147.7164,29.61,81,90,0.0,overcast clouds
655,Porto Novo,BJ,6.4965,2.6036,86.61,67,64,5.97,broken clouds
656,Oussouye,SN,12.485,-16.5469,82.04,71,94,7.31,overcast clouds
657,Huancavelica,PE,-12.7667,-74.9833,40.21,74,99,4.92,overcast clouds
658,Cabo San Lucas,MX,22.8909,-109.9124,76.6,78,77,8.32,broken clouds
659,Ketchikan,US,55.3422,-131.6461,46.38,93,90,13.8,light rain
660,Chauk,MM,20.8833,94.8167,91.89,55,21,2.48,few clouds
661,Qui Nhon,VN,13.7667,109.2333,82.15,77,100,2.93,light rain
662,Tulun,RU,54.5611,100.5792,29.8,66,100,9.06,overcast clouds
663,Filadelfia,US,39.9523,-75.1638,65.05,93,90,1.01,overcast clouds
664,Tutoia,BR,-2.7619,-42.2744,79.02,76,30,14.9,scattered clouds
665,Zabol,AF,32.25,67.25,68.67,6,0,9.55,clear sky
666,Damghan,IR,36.1683,54.348,70.75,14,71,3.49,broken clouds
667,Beringovskiy,RU,63.05,179.3167,18.03,85,73,10.71,broken clouds
668,Camacha,PT,33.0833,-16.3333,68.54,68,20,3.44,few clouds
669,Staryy Nadym,RU,65.6118,72.6842,33.46,95,100,12.17,overcast clouds
670,Pacatuba,BR,-3.9842,-38.6203,79.47,81,40,3.58,scattered clouds
671,Matagami,CA,49.7502,-77.6328,58.62,98,97,5.21,overcast clouds
672,Murray Bridge,AU,-35.1167,139.2667,56.95,68,42,7.92,scattered clouds
673,Machali,CL,-34.1833,-70.6667,45.41,85,0,2.68,clear sky
674,Mountain Home,US,43.133,-115.6912,38.1,86,40,3.44,scattered clouds
675,Dano,BF,11.15,-3.0667,85.87,55,5,6.13,clear sky
676,Cardston,CA,49.2,-113.3019,25.47,38,0,7.63,clear sky
677,Umm Lajj,SA,25.0213,37.2685,88.54,56,2,7.05,clear sky
678,Otacilio Costa,BR,-27.4831,-50.1219,57.27,98,99,4.9,overcast clouds
679,Upata,VE,8.0086,-62.3989,74.19,97,42,2.53,scattered clouds
680,Skjervoy,NO,70.0311,20.9714,39.38,71,100,27.42,light rain
681,Omsukchan,RU,62.5333,155.8,19.6,96,100,4.61,light snow
682,Boke,GN,10.9409,-14.2967,81.37,83,76,1.5,broken clouds
683,Camopi,GF,3.1655,-52.3158,68.92,100,99,1.39,overcast clouds
684,Guilin,CN,25.2819,110.2864,64.56,71,100,12.19,overcast clouds
685,Brownsville,US,25.9018,-97.4975,82.35,86,40,4.0,scattered clouds
686,Nantucket,US,41.2835,-70.0995,60.96,94,1,0.0,clear sky
687,Panguipulli,CL,-39.6333,-72.3333,49.71,98,98,2.15,moderate rain
688,Carlos Barbosa,BR,-29.2975,-51.5036,59.68,99,37,3.47,scattered clouds
689,Labuhan,ID,-6.8844,112.2051,85.96,61,76,12.57,broken clouds
690,Boa Vista,BR,2.8197,-60.6733,78.78,89,0,2.3,clear sky
691,Hokitika,NZ,-42.7167,170.9667,45.64,68,0,9.98,clear sky
692,Aberdeen,GB,57.1437,-2.0981,60.21,78,20,12.66,few clouds
693,Chota,PE,-6.55,-78.65,52.79,90,87,4.05,overcast clouds
694,San Policarpo,PH,12.1791,125.5072,81.9,80,97,6.4,light rain
695,Padang,ID,-0.9492,100.3543,87.85,71,100,4.16,overcast clouds
696,Elko,US,41.0002,-115.5012,28.63,68,2,5.01,clear sky
697,Kysyl-Syr,RU,63.8986,122.7617,22.23,94,100,3.2,overcast clouds
698,Linqu,CN,36.5156,118.5397,67.06,53,5,5.79,clear sky
